No. ,Orgin date,Longitude(E),Latitude(N),Magnitude,Depth,Location,Place,Place_2
388,2024-05-12 03:07:33,121.683,24.2388,4.8,29.3,24.24N 121.68E,i.e. 28.2 km NNE of Hualien County(24.24N 121.68E,i.e. 28.2 km NNE of Hualien County)
Small area,2024-05-12 02:36:56,121.674,24.2328,4,28.8,24.23N 121.67E,i.e. 27.3 km NNE of Hualien County(24.23N 121.67E,i.e. 27.3 km NNE of Hualien County)
Small area,2024-05-12 02:36:35,121.665,24.04,3.9,25.4,24.04N 121.67E,i.e. 7.1 km NE of Hualien County(24.04N 121.67E,i.e. 7.1 km NE of Hualien County)
Small area,2024-05-11 19:11:14,121.575,23.9352,3.4,8.3,23.94N 121.57E,i.e. 7.7 km SW of Hualien County(23.94N 121.57E,i.e. 7.7 km SW of Hualien County)
387,2024-05-11 19:09:18,121.585,23.9313,4.4,9.5,23.93N 121.58E,i.e. 7.5 km SSW of Hualien County(23.93N 121.58E,i.e. 7.5 km SSW of Hualien County)
386,2024-05-11 17:44:39,121.734,24.0408,5,27.8,24.04N 121.73E,i.e. 12.8 km ENE of Hualien County(24.04N 121.73E,i.e. 12.8 km ENE of Hualien County)
Small area,2024-05-11 13:16:30,121.598,23.8785,4,7.4,23.88N 121.60E,i.e. 12.7 km S of Hualien County(23.88N 121.60E,i.e. 12.7 km S of Hualien County)
385,2024-05-11 13:16:02,121.629,23.8663,5,6.5,23.87N 121.63E,i.e. 13.8 km S of Hualien County(23.87N 121.63E,i.e. 13.8 km S of Hualien County)
Small area,2024-05-11 12:35:23,121.635,23.8795,3.7,6.5,23.88N 121.63E,i.e. 12.4 km S of Hualien County(23.88N 121.63E,i.e. 12.4 km S of Hualien County)
384,2024-05-11 07:07:43,121.601,23.8823,4.1,11.8,23.88N 121.60E,i.e. 12.2 km S of Hualien County(23.88N 121.60E,i.e. 12.2 km S of Hualien County)
Small area,2024-05-11 05:50:58,121.466,23.7648,4,9.2,23.76N 121.47E,i.e. 29.6 km SW of Hualien County(23.76N 121.47E,i.e. 29.6 km SW of Hualien County)
Small area,2024-05-11 03:57:30,121.837,24.2345,3.6,8.5,24.23N 121.84E,i.e. 34.8 km NE of Hualien County(24.23N 121.84E,i.e. 34.8 km NE of Hualien County)
Small area,2024-05-11 02:08:51,121.824,24.2038,3.5,7.8,24.20N 121.82E,i.e. 31.4 km NE of Hualien County(24.20N 121.82E,i.e. 31.4 km NE of Hualien County)
Small area,2024-05-11 01:41:27,121.599,23.9178,3.7,10.1,23.92N 121.60E,i.e. 8.4 km SSW of Hualien County(23.92N 121.60E,i.e. 8.4 km SSW of Hualien County)
Small area,2024-05-10 21:02:39,121.525,23.7077,3.6,5,23.71N 121.53E,i.e. 32.8 km SSW of Hualien County(23.71N 121.53E,i.e. 32.8 km SSW of Hualien County)
Small area,2024-05-10 16:40:22,121.592,23.911,3.8,11.3,23.91N 121.59E,i.e. 9.3 km SSW of Hualien County(23.91N 121.59E,i.e. 9.3 km SSW of Hualien County)
383,2024-05-10 16:10:22,121.651,23.8943,4.3,7,23.89N 121.65E,i.e. 11.2 km SSE of Hualien County(23.89N 121.65E,i.e. 11.2 km SSE of Hualien County)
Small area,2024-05-10 15:50:41,121.833,24.2132,4.5,7.2,24.21N 121.83E,i.e. 32.8 km NE of Hualien County(24.21N 121.83E,i.e. 32.8 km NE of Hualien County)
Small area,2024-05-10 15:49:28,121.851,24.205,4.6,6.1,24.21N 121.85E,i.e. 33.4 km NE of Hualien County(24.21N 121.85E,i.e. 33.4 km NE of Hualien County)
Small area,2024-05-10 15:46:06,121.851,24.2133,4.9,7.2,24.21N 121.85E,i.e. 34.0 km NE of Hualien County(24.21N 121.85E,i.e. 34.0 km NE of Hualien County)
382,2024-05-10 15:45:18,121.834,24.2315,6,7.7,24.23N 121.83E,i.e. 34.4 km NE of Hualien County(24.23N 121.83E,i.e. 34.4 km NE of Hualien County)
381,2024-05-10 09:40:20,121.611,23.8575,4.3,9.8,23.86N 121.61E,i.e. 14.8 km S of Hualien County(23.86N 121.61E,i.e. 14.8 km S of Hualien County)
380,2024-05-10 09:37:22,121.607,23.854,5.1,6.7,23.85N 121.61E,i.e. 15.2 km S of Hualien County(23.85N 121.61E,i.e. 15.2 km S of Hualien County)
379,2024-05-10 09:35:39,121.592,23.7115,5.2,8.2,23.71N 121.59E,i.e. 31.1 km S of Hualien County(23.71N 121.59E,i.e. 31.1 km S of Hualien County)
Small area,2024-05-10 06:40:58,121.823,24.2033,3.7,8,24.20N 121.82E,i.e. 31.3 km NE of Hualien County(24.20N 121.82E,i.e. 31.3 km NE of Hualien County)
378,2024-05-09 20:36:25,121.602,23.9147,4.6,11.1,23.91N 121.60E,i.e. 8.7 km SSW of Hualien County(23.91N 121.60E,i.e. 8.7 km SSW of Hualien County)
Small area,2024-05-09 11:02:44,121.65,24.0472,3.6,14.8,24.05N 121.65E,i.e. 6.9 km NNE of Hualien County(24.05N 121.65E,i.e. 6.9 km NNE of Hualien County)
Small area,2024-05-09 05:35:49,121.65,23.866,3.9,29,23.87N 121.65E,i.e. 14.2 km SSE of Hualien County(23.87N 121.65E,i.e. 14.2 km SSE of Hualien County)
Small area,2024-05-08 19:31:27,122.403,24.1032,4.9,27.7,24.10N 122.40E,i.e. 80.6 km E of Hualien County(24.10N 122.40E,i.e. 80.6 km E of Hualien County)
377,2024-05-08 16:40:43,121.589,23.7422,4.8,8,23.74N 121.59E,i.e. 27.7 km S of Hualien County(23.74N 121.59E,i.e. 27.7 km S of Hualien County)
Small area,2024-05-08 14:35:59,121.504,23.6877,3.9,2.9,23.69N 121.50E,i.e. 35.6 km SSW of Hualien County(23.69N 121.50E,i.e. 35.6 km SSW of Hualien County)
Small area,2024-05-08 09:05:46,121.58,23.9213,3.4,11.1,23.92N 121.58E,i.e. 8.7 km SSW of Hualien County(23.92N 121.58E,i.e. 8.7 km SSW of Hualien County)
Small area,2024-05-08 06:09:50,121.597,23.9258,3.3,12.8,23.93N 121.60E,i.e. 7.6 km SSW of Hualien County(23.93N 121.60E,i.e. 7.6 km SSW of Hualien County)
Small area,2024-05-08 05:05:36,121.586,23.9227,2.6,10.6,23.92N 121.59E,i.e. 8.3 km SSW of Hualien County(23.92N 121.59E,i.e. 8.3 km SSW of Hualien County)
Small area,2024-05-08 04:21:10,121.619,23.922,3.1,12.4,23.92N 121.62E,i.e. 7.6 km S of Hualien County(23.92N 121.62E,i.e. 7.6 km S of Hualien County)
376,2024-05-08 04:19:58,121.593,23.9233,4.5,10.7,23.92N 121.59E,i.e. 8.0 km SSW of Hualien County(23.92N 121.59E,i.e. 8.0 km SSW of Hualien County)
375,2024-05-08 01:21:16,121.46,23.7655,4.3,10.5,23.77N 121.46E,i.e. 29.8 km SW of Hualien County(23.77N 121.46E,i.e. 29.8 km SW of Hualien County)
Small area,2024-05-07 23:07:17,121.866,24.2867,3.7,12.6,24.29N 121.87E,i.e. 41.2 km NE of Hualien County(24.29N 121.87E,i.e. 41.2 km NE of Hualien County)
374,2024-05-07 20:48:42,121.547,23.7727,4.8,21.3,23.77N 121.55E,i.e. 25.3 km SSW of Hualien County(23.77N 121.55E,i.e. 25.3 km SSW of Hualien County)
Small area,2024-05-07 19:56:39,121.587,23.902,3.2,10.6,23.90N 121.59E,i.e. 10.4 km SSW of Hualien County(23.90N 121.59E,i.e. 10.4 km SSW of Hualien County)
Small area,2024-05-07 09:01:10,121.769,24.0962,3.5,25.6,24.10N 121.77E,i.e. 19.1 km NE of Hualien County(24.10N 121.77E,i.e. 19.1 km NE of Hualien County)
Small area,2024-05-07 08:22:32,121.55,23.7692,4.1,21.6,23.77N 121.55E,i.e. 25.6 km SSW of Hualien County(23.77N 121.55E,i.e. 25.6 km SSW of Hualien County)
Small area,2024-05-07 04:43:39,121.477,23.9685,3.1,18.5,23.97N 121.48E,i.e. 14.7 km W of Hualien County(23.97N 121.48E,i.e. 14.7 km W of Hualien County)
Small area,2024-05-07 02:10:40,121.84,24.1852,4.2,7.9,24.19N 121.84E,i.e. 31.0 km NE of Hualien County(24.19N 121.84E,i.e. 31.0 km NE of Hualien County)
Small area,2024-05-06 21:18:24,121.583,23.7135,3.8,7.1,23.71N 121.58E,i.e. 31.0 km S of Hualien County(23.71N 121.58E,i.e. 31.0 km S of Hualien County)
Small area,2024-05-06 20:11:14,121.641,24.0215,3.6,28.8,24.02N 121.64E,i.e. 4.0 km NE of Hualien County(24.02N 121.64E,i.e. 4.0 km NE of Hualien County)
Small area,2024-05-06 19:44:17,121.557,23.7742,4.1,24,23.77N 121.56E,i.e. 24.9 km SSW of Hualien County(23.77N 121.56E,i.e. 24.9 km SSW of Hualien County)
Small area,2024-05-06 18:31:22,121.545,23.7712,3.7,22.2,23.77N 121.55E,i.e. 25.5 km SSW of Hualien County(23.77N 121.55E,i.e. 25.5 km SSW of Hualien County)
Small area,2024-05-06 18:03:05,121.566,23.7627,3.6,26.6,23.76N 121.57E,i.e. 25.9 km SSW of Hualien County(23.76N 121.57E,i.e. 25.9 km SSW of Hualien County)
Small area,2024-05-06 17:54:26,121.519,23.7572,4.3,23.8,23.76N 121.52E,i.e. 27.9 km SSW of Hualien County(23.76N 121.52E,i.e. 27.9 km SSW of Hualien County)
373,2024-05-06 17:52:46,121.541,23.7533,5.9,24.8,23.75N 121.54E,i.e. 27.5 km SSW of Hualien County(23.75N 121.54E,i.e. 27.5 km SSW of Hualien County)
Small area,2024-05-06 17:49:53,121.532,23.7815,4.1,27.8,23.78N 121.53E,i.e. 24.9 km SSW of Hualien County(23.78N 121.53E,i.e. 24.9 km SSW of Hualien County)
372,2024-05-06 17:45:32,121.562,23.7658,6,27.7,23.77N 121.56E,i.e. 25.6 km SSW of Hualien County(23.77N 121.56E,i.e. 25.6 km SSW of Hualien County)
Small area,2024-05-06 13:35:12,121.944,24.1388,4.1,26.4,24.14N 121.94E,i.e. 36.7 km ENE of Hualien County(24.14N 121.94E,i.e. 36.7 km ENE of Hualien County)
Small area,2024-05-06 13:15:52,121.756,24.2265,3.4,9.2,24.23N 121.76E,i.e. 29.5 km NNE of Hualien County(24.23N 121.76E,i.e. 29.5 km NNE of Hualien County)
Small area,2024-05-05 10:25:43,121.764,24.0895,3.8,25.4,24.09N 121.76E,i.e. 18.3 km NE of Hualien County(24.09N 121.76E,i.e. 18.3 km NE of Hualien County)
Small area,2024-05-05 09:23:26,121.552,23.6822,3.6,3.5,23.68N 121.55E,i.e. 34.9 km SSW of Hualien County(23.68N 121.55E,i.e. 34.9 km SSW of Hualien County)
Small area,2024-05-04 22:30:23,121.673,24.1542,3.9,27.3,24.15N 121.67E,i.e. 18.8 km NNE of Hualien County(24.15N 121.67E,i.e. 18.8 km NNE of Hualien County)
Small area,2024-05-04 21:56:09,121.56,23.7923,3.6,7,23.79N 121.56E,i.e. 22.8 km SSW of Hualien County(23.79N 121.56E,i.e. 22.8 km SSW of Hualien County)
Small area,2024-05-04 14:04:46,121.466,23.7775,3.8,9.7,23.78N 121.47E,i.e. 28.4 km SW of Hualien County(23.78N 121.47E,i.e. 28.4 km SW of Hualien County)
Small area,2024-05-04 11:58:34,121.47,23.9328,3.5,18.6,23.93N 121.47E,i.e. 16.6 km WSW of Hualien County(23.93N 121.47E,i.e. 16.6 km WSW of Hualien County)
Small area,2024-05-04 11:22:59,121.772,23.992,4.4,16.2,23.99N 121.77E,i.e. 15.5 km E of Hualien County(23.99N 121.77E,i.e. 15.5 km E of Hualien County)
371,2024-05-04 10:31:58,121.659,24.239,4.1,15.6,24.24N 121.66E,i.e. 27.7 km N of Hualien County(24.24N 121.66E,i.e. 27.7 km N of Hualien County)
370,2024-05-04 07:40:40,121.592,23.7613,4.2,8.4,23.76N 121.59E,i.e. 25.6 km S of Hualien County(23.76N 121.59E,i.e. 25.6 km S of Hualien County)
Small area,2024-05-04 05:35:27,121.504,23.6743,3.7,4.1,23.67N 121.50E,i.e. 37.0 km SSW of Hualien County(23.67N 121.50E,i.e. 37.0 km SSW of Hualien County)
369,2024-05-04 03:21:15,121.61,23.7293,4.5,8.7,23.73N 121.61E,i.e. 29.0 km S of Hualien County(23.73N 121.61E,i.e. 29.0 km S of Hualien County)
Small area,2024-05-04 02:10:11,121.654,24.1978,3.7,32.8,24.20N 121.65E,i.e. 23.2 km N of Hualien County(24.20N 121.65E,i.e. 23.2 km N of Hualien County)
368,2024-05-03 17:35:12,121.594,23.9002,4.1,10.4,23.90N 121.59E,i.e. 10.4 km SSW of Hualien County(23.90N 121.59E,i.e. 10.4 km SSW of Hualien County)
367,2024-05-03 15:26:08,121.567,23.8058,4.1,9.6,23.81N 121.57E,i.e. 21.2 km SSW of Hualien County(23.81N 121.57E,i.e. 21.2 km SSW of Hualien County)
Small area,2024-05-02 15:51:01,121.601,23.8985,4.1,29.5,23.90N 121.60E,i.e. 10.4 km SSW of Hualien County(23.90N 121.60E,i.e. 10.4 km SSW of Hualien County)
Small area,2024-05-02 09:41:14,121.736,24.2067,3.7,16.6,24.21N 121.74E,i.e. 26.6 km NNE of Hualien County(24.21N 121.74E,i.e. 26.6 km NNE of Hualien County)
Small area,2024-05-01 23:05:52,121.562,23.8405,3.7,6.3,23.84N 121.56E,i.e. 17.7 km SSW of Hualien County(23.84N 121.56E,i.e. 17.7 km SSW of Hualien County)
Small area,2024-05-01 20:13:40,121.559,23.8903,3.6,6.2,23.89N 121.56E,i.e. 12.7 km SSW of Hualien County(23.89N 121.56E,i.e. 12.7 km SSW of Hualien County)
Small area,2024-05-01 17:07:43,121.573,23.9283,3.2,10.4,23.93N 121.57E,i.e. 8.4 km SW of Hualien County(23.93N 121.57E,i.e. 8.4 km SW of Hualien County)
Small area,2024-05-01 09:37:53,121.925,24.4483,3.2,14.7,24.45N 121.92E,i.e. 35.3 km SSE of Yilan County(24.45N 121.92E,i.e. 35.3 km SSE of Yilan County)
Small area,2024-05-01 07:21:12,121.635,23.771,3.7,8.6,23.77N 121.64E,i.e. 24.4 km S of Hualien County(23.77N 121.64E,i.e. 24.4 km S of Hualien County)
365,2024-05-01 07:12:43,121.71,24.2098,4.2,18.1,24.21N 121.71E,i.e. 25.9 km NNE of Hualien County(24.21N 121.71E,i.e. 25.9 km NNE of Hualien County)
Small area,2024-05-01 01:56:13,121.571,23.7675,3.3,8.4,23.77N 121.57E,i.e. 25.2 km SSW of Hualien County(23.77N 121.57E,i.e. 25.2 km SSW of Hualien County)
364,2024-04-30 21:58:03,121.578,23.7377,4.2,5,23.74N 121.58E,i.e. 28.4 km S of Hualien County(23.74N 121.58E,i.e. 28.4 km S of Hualien County)
363,2024-04-30 17:35:30,121.262,23.8023,4.4,7.5,23.80N 121.26E,i.e. 42.0 km WSW of Hualien County(23.80N 121.26E,i.e. 42.0 km WSW of Hualien County)
Small area,2024-04-30 17:18:15,121.293,23.6513,3.5,5,23.65N 121.29E,i.e. 50.2 km SW of Hualien County(23.65N 121.29E,i.e. 50.2 km SW of Hualien County)
Small area,2024-04-30 16:30:06,121.593,23.7738,3.8,7.2,23.77N 121.59E,i.e. 24.2 km S of Hualien County(23.77N 121.59E,i.e. 24.2 km S of Hualien County)
Small area,2024-04-30 12:07:49,121.651,24.1825,4.2,35.4,24.18N 121.65E,i.e. 21.4 km N of Hualien County(24.18N 121.65E,i.e. 21.4 km N of Hualien County)
Small area,2024-04-30 04:15:47,121.597,23.9202,3.4,3.4,23.92N 121.60E,i.e. 8.2 km SSW of Hualien County(23.92N 121.60E,i.e. 8.2 km SSW of Hualien County)
Small area,2024-04-30 01:13:24,121.708,23.9273,4,50.4,23.93N 121.71E,i.e. 11.4 km SE of Hualien County(23.93N 121.71E,i.e. 11.4 km SE of Hualien County)
Small area,2024-04-30 00:57:24,121.695,24.226,3.7,10.8,24.23N 121.69E,i.e. 27.1 km NNE of Hualien County(24.23N 121.69E,i.e. 27.1 km NNE of Hualien County)
362,2024-04-30 00:21:46,121.68,24.1045,4.7,15.4,24.10N 121.68E,i.e. 14.0 km NNE of Hualien County(24.10N 121.68E,i.e. 14.0 km NNE of Hualien County)
Small area,2024-04-29 23:21:56,121.72,24.2533,3.7,33.9,24.25N 121.72E,i.e. 30.8 km NNE of Hualien County(24.25N 121.72E,i.e. 30.8 km NNE of Hualien County)
Small area,2024-04-29 23:21:13,121.69,24.2805,4.4,27.6,24.28N 121.69E,i.e. 32.8 km NNE of Hualien County(24.28N 121.69E,i.e. 32.8 km NNE of Hualien County)
Small area,2024-04-29 19:43:31,120.883,24.2733,3.8,27.7,24.27N 120.88E,i.e. 25.5 km ENE of Taichung City(24.27N 120.88E,i.e. 25.5 km ENE of Taichung City)
Small area,2024-04-29 09:01:22,121.734,24.1875,3.4,19.7,24.19N 121.73E,i.e. 24.7 km NNE of Hualien County(24.19N 121.73E,i.e. 24.7 km NNE of Hualien County)
Small area,2024-04-29 07:44:11,121.515,23.756,3.3,5,23.76N 121.51E,i.e. 28.2 km SSW of Hualien County(23.76N 121.51E,i.e. 28.2 km SSW of Hualien County)
Small area,2024-04-29 03:55:01,121.691,24.2575,3.8,28.4,24.26N 121.69E,i.e. 30.4 km NNE of Hualien County(24.26N 121.69E,i.e. 30.4 km NNE of Hualien County)
361,2024-04-29 01:40:21,121.661,24.1542,5,36,24.15N 121.66E,i.e. 18.5 km NNE of Hualien County(24.15N 121.66E,i.e. 18.5 km NNE of Hualien County)
Small area,2024-04-28 21:05:20,121.592,23.9373,3.1,8.9,23.94N 121.59E,i.e. 6.6 km SSW of Hualien County(23.94N 121.59E,i.e. 6.6 km SSW of Hualien County)
Small area,2024-04-28 20:18:30,121.75,23.9498,3.9,23.7,23.95N 121.75E,i.e. 14.0 km ESE of Hualien County(23.95N 121.75E,i.e. 14.0 km ESE of Hualien County)
360,2024-04-28 20:05:08,121.613,23.819,4.2,24.4,23.82N 121.61E,i.e. 19.1 km S of Hualien County(23.82N 121.61E,i.e. 19.1 km S of Hualien County)
359,2024-04-28 16:13:49,121.677,24.2377,4.6,29.6,24.24N 121.68E,i.e. 27.9 km NNE of Hualien County(24.24N 121.68E,i.e. 27.9 km NNE of Hualien County)
Small area,2024-04-28 15:29:04,121.662,24.1032,3.8,41.6,24.10N 121.66E,i.e. 13.2 km NNE of Hualien County(24.10N 121.66E,i.e. 13.2 km NNE of Hualien County)
Small area,2024-04-28 12:02:10,121.695,24.1598,3.5,5,24.16N 121.70E,i.e. 20.2 km NNE of Hualien County(24.16N 121.70E,i.e. 20.2 km NNE of Hualien County)
Small area,2024-04-28 09:45:56,121.742,24.2588,3.6,17.8,24.26N 121.74E,i.e. 32.1 km NNE of Hualien County(24.26N 121.74E,i.e. 32.1 km NNE of Hualien County)
Small area,2024-04-28 09:32:47,121.587,24.1917,3.4,19.8,24.19N 121.59E,i.e. 22.5 km N of Hualien County(24.19N 121.59E,i.e. 22.5 km N of Hualien County)
Small area,2024-04-28 08:31:55,121.581,23.7687,3.7,7.6,23.77N 121.58E,i.e. 24.9 km S of Hualien County(23.77N 121.58E,i.e. 24.9 km S of Hualien County)
358,2024-04-28 04:30:18,121.476,23.8772,4.4,17.1,23.88N 121.48E,i.e. 19.3 km SW of Hualien County(23.88N 121.48E,i.e. 19.3 km SW of Hualien County)
357,2024-04-28 03:24:10,121.615,23.9273,4,9.8,23.93N 121.61E,i.e. 7.1 km S of Hualien County(23.93N 121.61E,i.e. 7.1 km S of Hualien County)
Small area,2024-04-28 02:28:49,121.642,24.0065,3.9,26.1,24.01N 121.64E,i.e. 2.8 km NE of Hualien County(24.01N 121.64E,i.e. 2.8 km NE of Hualien County)
Small area,2024-04-28 00:02:18,121.797,24.2663,3.4,22,24.27N 121.80E,i.e. 35.4 km NNE of Hualien County(24.27N 121.80E,i.e. 35.4 km NNE of Hualien County)
Small area,2024-04-27 23:09:14,121.569,23.7905,3.7,5,23.79N 121.57E,i.e. 22.8 km SSW of Hualien County(23.79N 121.57E,i.e. 22.8 km SSW of Hualien County)
Small area,2024-04-27 22:27:01,121.604,23.9042,3.1,11.1,23.90N 121.60E,i.e. 9.8 km S of Hualien County(23.90N 121.60E,i.e. 9.8 km S of Hualien County)
Small area,2024-04-27 20:06:00,121.669,24.2435,3.7,25.6,24.24N 121.67E,i.e. 28.4 km N of Hualien County(24.24N 121.67E,i.e. 28.4 km N of Hualien County)
Small area,2024-04-27 19:16:42,121.669,24.2657,4.1,25.6,24.27N 121.67E,i.e. 30.8 km N of Hualien County(24.27N 121.67E,i.e. 30.8 km N of Hualien County)
Small area,2024-04-27 15:56:59,121.658,24.2252,3.7,32,24.23N 121.66E,i.e. 26.2 km N of Hualien County(24.23N 121.66E,i.e. 26.2 km N of Hualien County)
Small area,2024-04-27 15:43:46,121.546,23.7918,3.4,7.5,23.79N 121.55E,i.e. 23.3 km SSW of Hualien County(23.79N 121.55E,i.e. 23.3 km SSW of Hualien County)
Small area,2024-04-27 13:31:33,121.579,23.7548,3.5,5.2,23.75N 121.58E,i.e. 26.5 km S of Hualien County(23.75N 121.58E,i.e. 26.5 km S of Hualien County)
Small area,2024-04-27 12:09:09,121.827,24.2625,3.9,22.3,24.26N 121.83E,i.e. 36.7 km NE of Hualien County(24.26N 121.83E,i.e. 36.7 km NE of Hualien County)
Small area,2024-04-27 10:35:28,121.577,23.8523,3.3,7.1,23.85N 121.58E,i.e. 16.0 km SSW of Hualien County(23.85N 121.58E,i.e. 16.0 km SSW of Hualien County)
Small area,2024-04-27 09:38:04,121.81,24.1557,3.6,22.1,24.16N 121.81E,i.e. 26.6 km NE of Hualien County(24.16N 121.81E,i.e. 26.6 km NE of Hualien County)
356,2024-04-27 09:06:27,121.698,24.2152,4.6,10.3,24.22N 121.70E,i.e. 26.1 km NNE of Hualien County(24.22N 121.70E,i.e. 26.1 km NNE of Hualien County)
Small area,2024-04-27 07:37:13,121.642,24.226,3.6,31.6,24.23N 121.64E,i.e. 26.1 km N of Hualien County(24.23N 121.64E,i.e. 26.1 km N of Hualien County)
Small area,2024-04-27 05:52:34,121.781,23.9503,4,20.8,23.95N 121.78E,i.e. 17.0 km ESE of Hualien County(23.95N 121.78E,i.e. 17.0 km ESE of Hualien County)
Small area,2024-04-27 04:08:16,122.001,24.1225,4.5,9.1,24.12N 122.00E,i.e. 41.4 km ENE of Hualien County(24.12N 122.00E,i.e. 41.4 km ENE of Hualien County)
Small area,2024-04-27 03:50:40,121.644,24.1855,3.5,33.5,24.19N 121.64E,i.e. 21.7 km N of Hualien County(24.19N 121.64E,i.e. 21.7 km N of Hualien County)
355,2024-04-27 03:13:28,121.664,24.2087,5,21.9,24.21N 121.66E,i.e. 24.5 km NNE of Hualien County(24.21N 121.66E,i.e. 24.5 km NNE of Hualien County)
354,2024-04-27 02:56:10,121.684,24.2527,4.5,28.3,24.25N 121.68E,i.e. 29.7 km NNE of Hualien County(24.25N 121.68E,i.e. 29.7 km NNE of Hualien County)
Small area,2024-04-27 02:50:33,121.694,24.262,4.3,26.2,24.26N 121.69E,i.e. 31.0 km NNE of Hualien County(24.26N 121.69E,i.e. 31.0 km NNE of Hualien County)
353,2024-04-27 02:49:29,121.689,24.254,5.8,18.9,24.25N 121.69E,i.e. 29.9 km NNE of Hualien County(24.25N 121.69E,i.e. 29.9 km NNE of Hualien County)
352,2024-04-27 02:45:04,121.648,24.2007,4.7,33.2,24.20N 121.65E,i.e. 23.4 km N of Hualien County(24.20N 121.65E,i.e. 23.4 km N of Hualien County)
Small area,2024-04-27 02:32:57,121.676,24.1878,4,32.5,24.19N 121.68E,i.e. 22.5 km NNE of Hualien County(24.19N 121.68E,i.e. 22.5 km NNE of Hualien County)
351,2024-04-27 02:21:24,121.684,24.1902,6.1,24.9,24.19N 121.68E,i.e. 23.0 km NNE of Hualien County(24.19N 121.68E,i.e. 23.0 km NNE of Hualien County)
Small area,2024-04-27 02:11:05,121.739,24.2285,3.1,10.7,24.23N 121.74E,i.e. 29.0 km NNE of Hualien County(24.23N 121.74E,i.e. 29.0 km NNE of Hualien County)
Small area,2024-04-27 01:05:47,121.737,24.2242,3.1,12.9,24.22N 121.74E,i.e. 28.4 km NNE of Hualien County(24.22N 121.74E,i.e. 28.4 km NNE of Hualien County)
Small area,2024-04-27 00:24:10,121.571,23.8388,3.4,7.8,23.84N 121.57E,i.e. 17.6 km SSW of Hualien County(23.84N 121.57E,i.e. 17.6 km SSW of Hualien County)
Small area,2024-04-26 20:29:33,121.545,23.8065,3.6,4.8,23.81N 121.54E,i.e. 21.8 km SSW of Hualien County(23.81N 121.54E,i.e. 21.8 km SSW of Hualien County)
350,2024-04-26 20:29:03,121.543,23.8032,4.1,5.3,23.80N 121.54E,i.e. 22.2 km SSW of Hualien County(23.80N 121.54E,i.e. 22.2 km SSW of Hualien County)
Small area,2024-04-26 20:28:51,121.55,23.8012,3.7,4.9,23.80N 121.55E,i.e. 22.2 km SSW of Hualien County(23.80N 121.55E,i.e. 22.2 km SSW of Hualien County)
349,2024-04-26 20:28:11,121.54,23.8102,4.9,5,23.81N 121.54E,i.e. 21.6 km SSW of Hualien County(23.81N 121.54E,i.e. 21.6 km SSW of Hualien County)
Small area,2024-04-26 14:06:12,121.508,23.6975,3.5,5,23.70N 121.51E,i.e. 34.4 km SSW of Hualien County(23.70N 121.51E,i.e. 34.4 km SSW of Hualien County)
Small area,2024-04-26 13:52:08,121.691,24.1775,3.2,17.8,24.18N 121.69E,i.e. 21.9 km NNE of Hualien County(24.18N 121.69E,i.e. 21.9 km NNE of Hualien County)
Small area,2024-04-26 12:49:46,121.424,23.211,3.7,24.2,23.21N 121.42E,i.e. 57.7 km NNE of Taitung County(23.21N 121.42E,i.e. 57.7 km NNE of Taitung County)
348,2024-04-26 12:43:49,121.621,23.91,4,10.9,23.91N 121.62E,i.e. 9.0 km S of Hualien County(23.91N 121.62E,i.e. 9.0 km S of Hualien County)
Small area,2024-04-26 05:24:38,121.575,23.831,3.6,5.9,23.83N 121.57E,i.e. 18.3 km SSW of Hualien County(23.83N 121.57E,i.e. 18.3 km SSW of Hualien County)
Small area,2024-04-26 03:52:00,121.611,23.7142,3.7,7.2,23.71N 121.61E,i.e. 30.7 km S of Hualien County(23.71N 121.61E,i.e. 30.7 km S of Hualien County)
Small area,2024-04-26 00:42:53,121.796,24.1953,3.5,7,24.20N 121.80E,i.e. 28.9 km NE of Hualien County(24.20N 121.80E,i.e. 28.9 km NE of Hualien County)
347,2024-04-26 00:20:41,121.632,24.1848,4.2,23,24.18N 121.63E,i.e. 21.5 km N of Hualien County(24.18N 121.63E,i.e. 21.5 km N of Hualien County)
